neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
Manhattan,Kips Bay,40.74375,-73.97372,Entire home/apt,499,1,10,2019-07-05,6.38,1,194
Queens,Sunnyside,40.74807,-73.91343,Entire home/apt,101,3,4,2019-06-23,2.79,1,110
Brooklyn,Carroll Gardens,40.68216,-73.99504,Entire home/apt,130,5,2,2015-06-26,0.04,1,0
Manhattan,Greenwich Village,40.73083,-74.0006,Entire home/apt,150,3,33,2019-05-31,0.52,1,107
Brooklyn,South Slope,40.66249,-73.98704,Entire home/apt,150,3,34,2019-05-01,0.77,1,0
Manhattan,Washington Heights,40.83669,-73.94274,Entire home/apt,125,3,27,2019-05-23,0.79,2,308
Manhattan,Morningside Heights,40.80387,-73.95853,Private room,55,3,103,2019-06-17,3.93,2,18
Manhattan,Upper East Side,40.76244,-73.96215,Entire home/apt,300,3,2,2016-01-06,0.04,1,0
Brooklyn,Park Slope,40.6681,-73.97726,Shared room,78,1,46,2018-02-03,1.38,2,0
Manhattan,Harlem,40.8072,-73.94747,Private room,69,1,61,2019-07-01,9.29,2,8
Brooklyn,Bedford-Stuyvesant,40.68968,-73.94483,Entire home/apt,100,7,3,2018-10-21,0.11,1,0
Queens,Flushing,40.72859,-73.80899,Private room,85,2,18,2019-07-07,2.62,1,60
Manhattan,Washington Heights,40.84482,-73.94029,Entire home/apt,139,2,85,2019-06-21,4.21,1,125
Manhattan,Lower East Side,40.71958,-73.9905,Private room,123,1,7,2019-07-05,4.47,3,146
Manhattan,Harlem,40.80314,-73.95768,Private room,55,3,66,2019-06-17,0.8,2,13
Manhattan,Lower East Side,40.72026,-73.98787,Private room,80,20,2,2019-04-19,0.48,1,3
Manhattan,Morningside Heights,40.81045,-73.95961,Private room,40,3,1,2016-03-23,0.02,1,0
Queens,Arverne,40.58977,-73.79498,Private room,149,1,56,2019-07-06,1.14,5,361
Manhattan,Chelsea,40.7498,-73.99623,Private room,88,1,5,2019-03-16,1.0,1,158
Manhattan,Upper West Side,40.80149,-73.96375,Private room,46,3,7,2018-08-30,0.51,1,0
Manhattan,Hell's Kitchen,40.76156,-73.99127,Entire home/apt,325,3,99,2019-06-19,2.56,2,246
Brooklyn,Greenpoint,40.7215,-73.94136,Entire home/apt,111,2,45,2019-02-24,3.08,1,0
Brooklyn,Williamsburg,40.70996,-73.96129,Entire home/apt,168,10,3,2018-10-31,0.22,3,284
Manhattan,Hell's Kitchen,40.7559,-73.99324,Private room,109,1,91,2019-06-25,5.11,2,304
Brooklyn,Bedford-Stuyvesant,40.68481,-73.9296,Entire home/apt,100,2,15,2019-07-07,6.52,1,37
Brooklyn,Fort Hamilton,40.61964,-74.02518,Private room,90,2,1,2019-01-01,0.16,1,79
Brooklyn,Williamsburg,40.71212,-73.94965,Entire home/apt,155,4,58,2019-06-28,1.21,3,3
Brooklyn,Williamsburg,40.70819,-73.94813,Private room,65,9,12,2019-01-31,0.19,1,0
Manhattan,East Harlem,40.79244,-73.94028,Private room,80,3,18,2019-07-01,1.74,6,88
Brooklyn,Flatbush,40.64272,-73.95852,Private room,50,3,9,2016-10-22,0.2,1,0
Brooklyn,Gowanus,40.66621,-73.99311,Entire home/apt,100,5,10,2018-12-28,0.41,1,0
Brooklyn,Williamsburg,40.71239,-73.95037,Entire home/apt,100,3,7,2019-07-03,3.0,1,66
Manhattan,Harlem,40.81717,-73.93918,Entire home/apt,70,2,2,2018-06-04,0.15,1,0
Queens,Little Neck,40.75777,-73.72949,Private room,50,1,6,2018-12-16,0.31,5,94
Manhattan,Upper West Side,40.77631,-73.97953,Entire home/apt,175,3,258,2019-06-25,3.8,1,235
Manhattan,Upper East Side,40.7627,-73.96422,Entire home/apt,140,6,1,2019-04-14,0.35,2,0
Manhattan,Upper West Side,40.78567,-73.97665,Private room,150,1,7,2015-09-26,0.14,1,0
Bronx,Mott Haven,40.81387,-73.91553,Private room,42,5,17,2018-01-18,0.65,4,23
Manhattan,Upper West Side,40.7841,-73.97468,Entire home/apt,125,30,5,2019-05-17,0.34,4,220
Brooklyn,South Slope,40.66729,-73.98359,Entire home/apt,196,2,93,2019-06-21,4.1,1,154
Manhattan,Financial District,40.70744,-74.01521,Entire home/apt,160,4,32,2019-06-30,3.1,1,39
Manhattan,Upper West Side,40.77367,-73.98879,Entire home/apt,191,1,2,2019-07-02,2.0,1,10
Brooklyn,Red Hook,40.67798,-74.00787,Entire home/apt,145,1,11,2019-05-25,0.49,2,333
Manhattan,Upper West Side,40.78364,-73.97632,Entire home/apt,219,2,1,2016-11-07,0.03,1,0
Queens,Flushing,40.75644,-73.82875,Entire home/apt,200,2,1,2019-01-01,0.16,1,0
Manhattan,West Village,40.739,-74.00115,Entire home/apt,123,2,6,2019-05-12,0.38,1,34
Queens,Astoria,40.7673,-73.91194,Private room,70,1,3,2019-01-02,0.39,3,188
Brooklyn,Crown Heights,40.66618,-73.93156,Entire home/apt,300,3,39,2018-07-24,1.03,4,259
Brooklyn,Williamsburg,40.70666,-73.9506,Entire home/apt,135,2,2,2015-04-14,0.03,1,0
Brooklyn,Williamsburg,40.71877,-73.96093,Private room,63,10,2,2019-03-30,0.52,1,0
Manhattan,Harlem,40.81658,-73.93994,Entire home/apt,150,2,11,2019-06-20,2.92,1,38
Brooklyn,Flatbush,40.65336,-73.95305,Private room,45,2,3,2019-05-01,0.69,1,249
Manhattan,Morningside Heights,40.80481,-73.96375,Private room,45,21,4,2018-01-06,0.09,1,0
Manhattan,Lower East Side,40.71957,-73.98538,Entire home/apt,180,18,3,2019-06-03,0.57,1,22
Manhattan,Chelsea,40.74233,-74.0002,Private room,99,3,3,2018-04-23,0.19,1,0
Brooklyn,Vinegar Hill,40.7041,-73.98089,Entire home/apt,135,6,1,2016-07-24,0.03,1,0
Manhattan,East Village,40.72945,-73.98203,Private room,75,1,3,2018-05-26,0.21,2,0
Manhattan,Upper East Side,40.76262,-73.96443,Entire home/apt,1497,1,10,2019-06-30,2.36,1,363
Manhattan,Upper West Side,40.78717,-73.96806,Entire home/apt,150,1,24,2019-05-02,1.08,1,27
Brooklyn,Bay Ridge,40.63195,-74.0214,Entire home/apt,75,3,4,2019-04-28,0.08,1,0
Brooklyn,Clinton Hill,40.69347,-73.967,Entire home/apt,173,2,179,2019-06-15,4.18,2,228
Brooklyn,Bushwick,40.70108,-73.9289,Private room,60,14,1,2017-02-25,0.03,1,0
Brooklyn,Bedford-Stuyvesant,40.69261,-73.95706,Private room,49,2,10,2019-06-18,1.14,34,313
Brooklyn,South Slope,40.66209,-73.98671,Private room,47,1,4,2019-05-12,0.42,1,362
Brooklyn,Bedford-Stuyvesant,40.68838,-73.9519,Private room,34,2,1,2016-08-27,0.03,1,0
Manhattan,West Village,40.73394,-74.0049,Entire home/apt,140,30,4,2019-03-03,0.27,6,153
Brooklyn,Prospect-Lefferts Gardens,40.6574,-73.96174,Private room,45,2,3,2015-09-21,0.06,1,151
Brooklyn,Bedford-Stuyvesant,40.68367,-73.95155,Private room,65,2,7,2019-06-24,2.02,7,272
Manhattan,Upper East Side,40.77504,-73.94945,Entire home/apt,138,1,95,2019-06-07,2.54,2,215
Manhattan,East Village,40.72921,-73.98629,Entire home/apt,95,3,5,2018-12-31,0.37,1,5
Brooklyn,East Flatbush,40.65926,-73.93468,Private room,60,2,1,2019-07-07,1.0,2,343
Manhattan,Upper West Side,40.79113,-73.96645,Entire home/apt,372,3,23,2018-12-30,0.54,1,17
Brooklyn,Bedford-Stuyvesant,40.6852,-73.95636,Entire home/apt,110,3,14,2017-10-15,0.29,1,0
Queens,Sunnyside,40.74317,-73.92532,Entire home/apt,140,3,40,2019-07-02,1.76,1,42
Manhattan,Harlem,40.80293,-73.95586,Entire home/apt,120,1,23,2019-01-07,0.45,1,0
Manhattan,Harlem,40.80748,-73.94869,Entire home/apt,299,3,6,2019-05-24,0.09,1,348
Manhattan,Financial District,40.70833,-74.01068,Private room,70,3,18,2018-12-16,0.69,1,0
Manhattan,Harlem,40.81561,-73.95393,Private room,65,4,59,2019-06-15,2.71,1,44
Manhattan,Midtown,40.75169,-73.97116,Private room,100,1,8,2017-07-24,0.32,1,0
Brooklyn,Bushwick,40.69166,-73.90928,Shared room,0,30,5,2019-05-24,0.26,6,139
Manhattan,Upper West Side,40.80177,-73.9693,Entire home/apt,225,3,15,2019-06-22,2.39,1,25
Brooklyn,East Flatbush,40.64979,-73.93299,Private room,28,1,13,2019-07-07,5.49,3,49
Queens,Fresh Meadows,40.7392,-73.79181,Entire home/apt,250,1,1,2018-08-17,0.09,1,363
Staten Island,Randall Manor,40.62947,-74.12991,Private room,79,2,4,2019-07-01,0.3,5,355
Queens,Flushing,40.75077,-73.80676,Entire home/apt,259,1,72,2019-05-20,1.37,6,257
Brooklyn,Prospect Heights,40.67323,-73.96863,Entire home/apt,145,3,1,2019-06-04,0.86,1,45
Brooklyn,Williamsburg,40.70792,-73.94087,Private room,48,1,23,2019-04-30,3.71,2,0
Brooklyn,Williamsburg,40.71745,-73.95961,Entire home/apt,175,2,5,2017-01-06,0.12,1,0
Brooklyn,Bedford-Stuyvesant,40.68269,-73.94004,Entire home/apt,150,5,3,2015-08-17,0.04,1,0
Manhattan,Kips Bay,40.73972,-73.98412,Private room,355,2,6,2019-03-31,1.13,1,312
Manhattan,East Village,40.7276,-73.98635,Entire home/apt,219,1,101,2019-07-01,2.46,2,341
Manhattan,East Village,40.72633,-73.98068,Entire home/apt,295,1,7,2017-08-04,0.18,1,0
Manhattan,Harlem,40.80712,-73.95686,Private room,103,2,14,2019-07-07,5.83,1,19
Manhattan,Upper East Side,40.76295,-73.95725,Entire home/apt,145,6,49,2019-06-21,2.38,1,76
Manhattan,Upper East Side,40.76404,-73.96628,Entire home/apt,225,2,84,2019-06-07,2.47,1,27
Manhattan,West Village,40.73559,-73.99959,Entire home/apt,299,2,1,2019-06-19,1.0,1,118
Manhattan,East Harlem,40.79342,-73.93889,Private room,70,2,3,2019-03-30,0.84,3,10
Manhattan,Hell's Kitchen,40.76686,-73.98393,Private room,105,2,3,2016-10-23,0.09,3,0
Manhattan,Upper East Side,40.76301,-73.95994,Entire home/apt,500,1,5,2018-12-29,0.16,1,362
Queens,Fresh Meadows,40.74376,-73.7942,Entire home/apt,150,2,15,2019-07-07,6.92,1,69
Brooklyn,Canarsie,40.64519,-73.89054,Private room,71,2,2,2019-06-20,0.11,1,364
Brooklyn,Bedford-Stuyvesant,40.68543,-73.95014,Private room,49,2,19,2019-06-20,3.22,7,360
Manhattan,Lower East Side,40.71908,-73.98633,Entire home/apt,174,2,142,2019-06-25,3.31,1,198
Manhattan,West Village,40.74005,-74.00466,Private room,75,3,4,2017-01-02,0.09,1,0
Manhattan,East Harlem,40.79504,-73.94584,Entire home/apt,225,2,4,2016-06-05,0.1,1,0
Brooklyn,Greenpoint,40.72173,-73.94664,Entire home/apt,75,2,8,2019-04-07,1.3,1,0
Manhattan,Gramercy,40.73646,-73.98853,Entire home/apt,176,3,58,2019-06-24,4.17,1,67
Brooklyn,Williamsburg,40.71623,-73.9579,Entire home/apt,350,3,4,2016-05-22,0.09,1,0
Brooklyn,Bedford-Stuyvesant,40.68473,-73.92725,Entire home/apt,130,4,2,2018-06-17,0.15,1,0
Manhattan,Midtown,40.75196,-73.97148,Entire home/apt,339,3,18,2019-04-06,1.37,12,0
Manhattan,Washington Heights,40.84554,-73.94282,Private room,48,1,7,2019-06-21,1.09,4,176
Manhattan,East Harlem,40.79603,-73.94903,Entire home/apt,124,28,22,2019-06-15,0.26,1,103
Manhattan,Inwood,40.8681,-73.92434,Private room,149,1,31,2019-05-22,2.31,1,270
Brooklyn,Bedford-Stuyvesant,40.67904,-73.91084,Entire home/apt,100,2,5,2019-06-19,2.59,2,149
Manhattan,Chelsea,40.7386,-73.99775,Private room,70,1,2,2016-03-27,0.05,1,0
Manhattan,Harlem,40.82439,-73.94014,Private room,55,1,4,2017-05-21,0.15,1,0
Manhattan,Hell's Kitchen,40.76796,-73.98891,Entire home/apt,599,3,6,2019-07-03,4.74,1,199
Manhattan,Lower East Side,40.71261,-73.98857,Entire home/apt,300,1,8,2019-06-30,8.0,1,213
Brooklyn,Flatbush,40.64802,-73.96063,Entire home/apt,85,2,11,2019-06-20,0.78,1,0
Manhattan,West Village,40.73613,-74.00711,Entire home/apt,220,28,2,2017-08-26,0.08,1,365
Brooklyn,Bushwick,40.69604,-73.92278,Private room,65,25,6,2017-09-14,0.24,1,0
Manhattan,Harlem,40.81678,-73.94246,Private room,85,1,7,2019-04-02,0.62,2,180
Manhattan,Nolita,40.72199,-73.99534,Entire home/apt,165,1,3,2019-06-30,0.46,1,12
Brooklyn,Clinton Hill,40.69025,-73.96704,Entire home/apt,130,2,15,2019-04-21,0.41,1,0
Brooklyn,Flatbush,40.63146,-73.96486,Entire home/apt,85,3,12,2018-09-21,0.21,1,97
Brooklyn,Sunset Park,40.66285,-73.9908,Entire home/apt,120,2,12,2018-07-08,0.33,2,27
Manhattan,Harlem,40.82425,-73.9552,Entire home/apt,95,2,49,2019-07-02,1.92,1,14
Brooklyn,Bedford-Stuyvesant,40.68561,-73.93085,Private room,42,30,1,2019-01-26,0.18,27,311
Manhattan,Hell's Kitchen,40.7653,-73.98825,Private room,59,1,1,2016-03-19,0.02,2,0
Brooklyn,Bushwick,40.70236,-73.92232,Entire home/apt,185,5,2,2016-11-26,0.06,1,0
Brooklyn,Gravesend,40.58453,-73.97172,Shared room,20,5,5,2019-04-29,1.01,12,0
Brooklyn,Flatlands,40.61637,-73.92206,Private room,100,1,18,2019-04-22,0.98,1,364
Manhattan,East Village,40.72935,-73.9826,Entire home/apt,130,30,1,2019-06-14,1.0,1,115
Manhattan,Upper West Side,40.80401,-73.96635,Private room,70,1,7,2019-06-05,1.02,1,0
Queens,Flushing,40.75448,-73.82295,Private room,55,1,37,2018-07-25,1.46,1,0
Manhattan,East Village,40.73245,-73.98873,Entire home/apt,130,2,1,2016-12-31,0.03,1,0
Brooklyn,Williamsburg,40.7087,-73.94519,Private room,70,3,3,2018-07-23,0.16,1,0
Manhattan,East Village,40.72611,-73.97905,Entire home/apt,120,1,3,2016-07-25,0.08,1,0
Brooklyn,Bedford-Stuyvesant,40.68506,-73.92316,Private room,31,55,4,2017-08-22,0.17,1,0
Brooklyn,Williamsburg,40.71867,-73.94884,Private room,149,2,1,2019-05-26,0.68,2,0
Manhattan,Harlem,40.8013,-73.95677,Entire home/apt,165,4,2,2016-12-29,0.06,1,0
Queens,Forest Hills,40.73105,-73.85318,Private room,70,2,6,2019-07-02,2.86,1,288
Brooklyn,Clinton Hill,40.69356,-73.96744,Entire home/apt,750,3,32,2019-05-19,1.66,1,141
Manhattan,Harlem,40.82238,-73.95534,Private room,60,2,48,2019-06-23,0.61,4,114
Brooklyn,Flatbush,40.64233,-73.95655,Entire home/apt,95,2,147,2019-06-17,2.09,3,275
Queens,Astoria,40.76207,-73.90852,Private room,45,5,50,2019-06-28,1.27,1,145
Brooklyn,Bushwick,40.70859,-73.9221,Private room,65,2,101,2019-06-22,2.83,3,300
Brooklyn,Bedford-Stuyvesant,40.68312,-73.92507,Entire home/apt,199,3,82,2019-07-07,1.78,2,269
Manhattan,East Village,40.72492,-73.97914,Private room,80,6,1,2015-07-22,0.02,1,0
Manhattan,Harlem,40.8153,-73.9508,Private room,65,2,18,2018-11-04,0.64,1,0
Manhattan,Roosevelt Island,40.75829,-73.95295,Private room,80,3,35,2019-03-17,1.44,1,0
Manhattan,Hell's Kitchen,40.76386,-73.98901,Entire home/apt,195,5,11,2019-07-05,5.08,1,14
Manhattan,Harlem,40.82698,-73.93871,Private room,40,1,22,2019-06-29,2.33,2,105
Brooklyn,Bedford-Stuyvesant,40.6812,-73.91148,Private room,50,1,102,2019-06-22,4.14,6,237
Brooklyn,Bedford-Stuyvesant,40.69002,-73.96002,Private room,45,12,2,2016-05-04,0.05,3,281
Brooklyn,Williamsburg,40.71735,-73.96441,Private room,80,8,1,2019-06-24,1.0,1,157
Manhattan,Chelsea,40.74314,-74.00119,Private room,155,5,18,2019-06-05,0.24,1,90
Brooklyn,Williamsburg,40.71239,-73.96775,Entire home/apt,150,10,1,2018-08-08,0.09,1,0
Brooklyn,Prospect-Lefferts Gardens,40.6615,-73.95307,Entire home/apt,126,3,23,2019-06-26,4.51,1,6
Brooklyn,Crown Heights,40.67133,-73.94526,Entire home/apt,128,2,8,2018-10-21,0.4,1,0
Manhattan,Financial District,40.70552,-74.00941,Entire home/apt,110,7,32,2019-06-13,1.17,1,272
Queens,Astoria,40.76132,-73.92477,Entire home/apt,99,2,68,2019-07-01,2.69,1,0
Brooklyn,Bushwick,40.70138,-73.9187,Entire home/apt,75,2,6,2018-02-25,0.33,1,0
Manhattan,Harlem,40.81438,-73.95183,Entire home/apt,199,4,6,2018-05-08,0.19,2,0
Queens,Long Island City,40.75588,-73.93117,Entire home/apt,130,3,6,2016-01-09,0.13,1,0
Manhattan,Civic Center,40.71167,-74.00749,Entire home/apt,140,13,4,2019-02-21,0.44,1,0
Bronx,Mott Haven,40.81133,-73.92356,Entire home/apt,100,5,13,2019-04-06,0.58,2,14
Brooklyn,Crown Heights,40.67422,-73.95569,Entire home/apt,85,10,9,2018-01-02,0.14,1,12
Manhattan,Upper East Side,40.77093,-73.95485,Entire home/apt,86,3,12,2019-06-25,1.08,1,0
Manhattan,Lower East Side,40.71788,-73.98975,Entire home/apt,300,1,45,2019-06-08,0.62,1,111
Brooklyn,Bushwick,40.69703,-73.93207,Private room,75,2,53,2019-06-17,1.23,1,340
Manhattan,Lower East Side,40.72085,-73.98253,Entire home/apt,175,1,22,2019-06-17,5.5,1,64
Queens,Jackson Heights,40.75214,-73.8584,Private room,40,4,22,2019-05-11,0.86,2,95
Manhattan,Murray Hill,40.74661,-73.97698,Entire home/apt,200,4,2,2018-01-01,0.1,1,0
Manhattan,East Village,40.72295,-73.98246,Entire home/apt,135,4,4,2017-02-11,0.09,1,0
Brooklyn,Carroll Gardens,40.67522,-73.99978,Entire home/apt,180,2,29,2019-06-30,0.63,1,45
Manhattan,Midtown,40.74766,-73.9868,Entire home/apt,260,2,2,2019-05-29,1.13,13,259
Brooklyn,Bushwick,40.69971,-73.93068,Entire home/apt,198,9,4,2019-07-01,3.33,2,159
Queens,Jackson Heights,40.75243,-73.89553,Private room,59,1,184,2019-06-20,7.84,2,30
Brooklyn,Bedford-Stuyvesant,40.69562,-73.94734,Private room,54,30,9,2016-10-25,0.2,1,0
Manhattan,Chelsea,40.7394,-73.99838,Entire home/apt,210,1,10,2019-01-01,0.22,1,6
Brooklyn,Bedford-Stuyvesant,40.68398,-73.94101,Entire home/apt,90,2,113,2019-06-22,3.08,3,262
Brooklyn,Bedford-Stuyvesant,40.69205,-73.94334,Private room,80,2,2,2018-12-10,0.17,1,0
Manhattan,Upper East Side,40.77065,-73.95495,Entire home/apt,100,3,18,2016-10-04,0.29,1,0
Queens,Jamaica,40.69115,-73.80617,Entire home/apt,350,1,9,2019-06-09,3.42,1,358
Brooklyn,Carroll Gardens,40.67797,-73.99969,Entire home/apt,199,2,17,2019-07-03,5.05,1,31
Manhattan,Upper East Side,40.7754,-73.95236,Entire home/apt,125,2,8,2018-07-29,0.26,1,0
Manhattan,Harlem,40.80096,-73.9542,Private room,65,6,12,2019-07-01,0.75,2,8
Manhattan,Upper East Side,40.76717,-73.95532,Private room,95,1,202,2019-05-27,3.31,2,263
Manhattan,West Village,40.73456,-74.00347,Private room,88,2,2,2019-07-04,0.05,1,348
Manhattan,Lower East Side,40.72139,-73.9896,Private room,123,1,10,2019-06-18,4.35,3,0
Manhattan,Lower East Side,40.71904,-73.98962,Private room,69,2,80,2019-06-24,1.49,5,331
Brooklyn,East New York,40.67296,-73.87435,Entire home/apt,249,1,7,2019-05-21,0.38,6,177
Manhattan,Hell's Kitchen,40.7635,-73.9878,Entire home/apt,145,4,2,2019-06-26,2.0,1,92
Brooklyn,Bedford-Stuyvesant,40.68207,-73.94994,Entire home/apt,200,5,120,2019-06-29,2.0,1,193
Brooklyn,Prospect Heights,40.67367,-73.96507,Entire home/apt,120,3,13,2019-06-18,1.09,1,9
Brooklyn,Flatbush,40.64938,-73.96682,Entire home/apt,110,2,1,2019-03-23,0.28,1,260
Brooklyn,Greenpoint,40.72917,-73.95589,Entire home/apt,160,2,3,2017-12-30,0.13,1,0
Manhattan,Harlem,40.81774,-73.94595,Entire home/apt,150,4,82,2019-05-22,1.53,1,46
Brooklyn,Clinton Hill,40.68073,-73.96217,Private room,150,2,3,2019-06-17,0.08,1,35
Brooklyn,Bedford-Stuyvesant,40.68931,-73.95548,Entire home/apt,120,7,39,2019-06-22,0.91,2,50
Manhattan,Harlem,40.80926,-73.95455,Entire home/apt,150,3,25,2019-06-14,1.2,1,22
Manhattan,Hell's Kitchen,40.75452,-73.99267,Private room,199,2,93,2019-06-20,2.14,3,232
Manhattan,East Village,40.72509,-73.98954,Private room,139,4,3,2018-07-31,0.17,1,0
Manhattan,Hell's Kitchen,40.76515,-73.98586,Entire home/apt,389,1,1,2019-06-19,1.0,1,0
Manhattan,Upper East Side,40.77141,-73.9534,Shared room,40,1,56,2019-03-15,1.35,2,173
Brooklyn,Carroll Gardens,40.6783,-73.99419,Private room,90,1,5,2016-06-27,0.13,1,0
Manhattan,Harlem,40.81875,-73.94467,Entire home/apt,200,3,25,2019-06-18,1.8,1,0
Queens,Ditmars Steinway,40.77315,-73.9075,Entire home/apt,150,5,2,2019-04-02,0.32,1,0
Manhattan,East Village,40.72829,-73.98156,Entire home/apt,99,30,66,2019-07-03,0.77,6,0
Manhattan,Chinatown,40.71601,-73.99123,Entire home/apt,90,3,107,2019-05-18,1.17,1,0
Manhattan,West Village,40.73593,-74.00438,Entire home/apt,260,3,2,2019-07-05,1.03,1,10
Brooklyn,Bedford-Stuyvesant,40.67988,-73.92831,Entire home/apt,135,2,6,2015-12-07,0.13,1,0
Brooklyn,Clinton Hill,40.68538,-73.96479,Private room,65,14,6,2017-06-21,0.16,1,0
Manhattan,East Harlem,40.78866,-73.95435,Private room,62,3,3,2017-04-28,0.11,1,0
Manhattan,Upper West Side,40.78137,-73.98183,Entire home/apt,199,2,19,2019-05-20,0.35,1,0
Manhattan,Lower East Side,40.71867,-73.98959,Private room,78,2,46,2019-06-16,1.45,5,341
Manhattan,Kips Bay,40.74173,-73.97906,Entire home/apt,120,3,116,2019-05-29,1.95,1,261
Manhattan,Upper West Side,40.7966,-73.97428,Private room,125,3,1,2019-04-14,0.35,2,0
Queens,Springfield Gardens,40.66292,-73.76242,Private room,70,1,5,2019-07-07,4.29,6,365
Manhattan,Murray Hill,40.74763,-73.9733,Entire home/apt,250,2,26,2017-01-02,0.58,1,0
Manhattan,Financial District,40.70608,-74.012,Entire home/apt,245,2,2,2019-06-18,2.0,327,299
Brooklyn,Flatbush,40.64319,-73.96729,Entire home/apt,92,1,5,2017-08-07,0.14,3,0
Manhattan,Hell's Kitchen,40.7592,-73.99313,Entire home/apt,177,25,21,2019-04-03,0.65,1,10
Queens,Sunnyside,40.74947,-73.91472,Entire home/apt,120,10,30,2017-06-22,0.52,1,142
Queens,Maspeth,40.7289,-73.89803,Entire home/apt,130,2,4,2019-06-30,1.88,1,338
Manhattan,Harlem,40.80719,-73.94253,Entire home/apt,100,2,24,2018-09-10,0.29,1,0
Manhattan,Upper West Side,40.79675,-73.96916,Private room,100,3,11,2016-06-07,0.16,1,0
Brooklyn,Crown Heights,40.67181,-73.925,Private room,100,1,16,2019-01-01,0.46,2,365
Queens,Jamaica Hills,40.71245,-73.79806,Private room,65,1,16,2018-01-14,0.5,1,0
Manhattan,Upper West Side,40.79169,-73.97498,Entire home/apt,86,1,5,2017-09-23,0.13,1,0
Manhattan,East Village,40.72826,-73.98156,Entire home/apt,110,30,41,2018-12-26,1.72,1,244
Brooklyn,Williamsburg,40.71491,-73.94864,Private room,85,2,7,2018-05-31,0.11,1,207
Brooklyn,Prospect Heights,40.67417,-73.96518,Private room,60,1,5,2016-06-12,0.1,1,0
Manhattan,Upper East Side,40.7744,-73.95578,Entire home/apt,199,1,116,2019-06-17,1.54,1,300
Manhattan,Harlem,40.80419,-73.94792,Shared room,65,1,1,2018-12-30,0.16,1,365
Brooklyn,Kensington,40.63506,-73.9744,Private room,55,1,2,2019-06-30,2.0,2,18
Brooklyn,South Slope,40.66693,-73.98801,Entire home/apt,225,2,66,2019-01-02,1.13,1,158
Brooklyn,Bedford-Stuyvesant,40.68911,-73.94727,Private room,90,1,32,2019-06-29,3.06,1,36
Manhattan,Washington Heights,40.83266,-73.9414,Private room,45,3,6,2019-06-23,2.31,1,4
Brooklyn,Bushwick,40.69362,-73.90727,Private room,55,3,7,2019-06-24,1.74,3,79
Brooklyn,Williamsburg,40.71973,-73.96071,Private room,85,1,221,2019-06-26,4.1,3,206
Manhattan,Upper West Side,40.79218,-73.97926,Entire home/apt,185,2,165,2019-06-18,1.92,1,259
Queens,Long Island City,40.75305,-73.93487,Private room,68,1,23,2019-06-17,1.33,1,298
Brooklyn,Fort Greene,40.69338,-73.97322,Entire home/apt,110,3,19,2019-06-17,0.44,3,0
Brooklyn,Flatbush,40.64201,-73.95425,Entire home/apt,63,5,35,2019-06-12,0.78,2,98
Manhattan,East Village,40.72522,-73.97786,Private room,85,4,7,2019-04-08,0.79,3,54
Queens,College Point,40.78824,-73.84056,Entire home/apt,65,3,28,2019-06-25,2.13,1,26
Manhattan,Inwood,40.86399,-73.92321,Private room,99,3,150,2019-06-30,3.85,1,320
Brooklyn,Williamsburg,40.71994,-73.94085,Entire home/apt,240,2,2,2019-05-26,1.18,2,0
Brooklyn,Williamsburg,40.70492,-73.93832,Private room,70,3,1,2015-08-23,0.02,1,0
Brooklyn,DUMBO,40.70328,-73.9899,Private room,150,1,1,2018-06-30,0.08,1,0
Manhattan,Financial District,40.70713,-74.01248,Entire home/apt,228,2,1,2019-05-05,0.46,327,353
Manhattan,Washington Heights,40.84501,-73.93861,Private room,40,2,6,2018-12-28,0.47,1,0
Manhattan,Chelsea,40.74704,-74.00239,Private room,105,1,1,2019-06-30,1.0,1,21
Brooklyn,Fort Greene,40.68871,-73.97181,Private room,68,8,37,2019-07-02,0.5,5,280
Queens,Rego Park,40.72721,-73.86589,Private room,65,1,2,2019-06-14,1.87,10,134
Brooklyn,Bedford-Stuyvesant,40.68443,-73.93167,Entire home/apt,190,2,5,2019-06-17,2.94,1,86
Manhattan,Hell's Kitchen,40.7601,-73.99166,Private room,115,1,59,2019-06-20,5.25,12,194
Manhattan,Washington Heights,40.85338,-73.93061,Private room,50,5,4,2017-04-19,0.09,1,0
Queens,Long Island City,40.75382,-73.91968,Private room,70,3,90,2019-07-04,2.6,1,24
Manhattan,Two Bridges,40.71089,-73.99671,Entire home/apt,109,1,9,2019-06-13,6.0,1,6
